method,metric,phase,source,target,neg_log_p,p-value,score,num_rounds
granger,cpu_usage,2-CPU-Noise,tenant-nsy,tenant-ntk,4.628034876083962,0.0006142463347477161,,10
granger,cpu_usage,2-CPU-Noise,tenant-ntk,tenant-cpu,7.158595019670075,2.03457118876524e-05,,10
granger,cpu_usage,2-CPU-Noise,tenant-ntk,tenant-dsk,5.3202035146860736,0.010544274040735341,,10
granger,cpu_usage,2-CPU-Noise,tenant-ntk,tenant-mem,5.989862163166025,0.00017098956557776157,,10
granger,cpu_usage,2-CPU-Noise,tenant-ntk,tenant-nsy,7.202972798040287,0.000514484455334774,,10
granger,cpu_usage,3-Memory-Noise,tenant-cpu,tenant-dsk,4.5144653791819565,0.006742284525973932,,10
granger,cpu_usage,3-Memory-Noise,tenant-cpu,tenant-mem,3.753692821963103,0.02289051393670763,,10
granger,cpu_usage,3-Memory-Noise,tenant-cpu,tenant-nsy,6.951982158028504,0.0033066788093595173,,10
granger,cpu_usage,3-Memory-Noise,tenant-cpu,tenant-ntk,3.4198727575612713,0.014547766420191196,,10
granger,cpu_usage,3-Memory-Noise,tenant-dsk,tenant-cpu,3.283531363257199,0.028425499727965486,,10
granger,cpu_usage,3-Memory-Noise,tenant-dsk,tenant-mem,3.8007027569948675,0.07187252336525667,,10
granger,cpu_usage,3-Memory-Noise,tenant-dsk,tenant-nsy,3.4853336128730468,0.010928649167765533,,10
granger,cpu_usage,3-Memory-Noise,tenant-dsk,tenant-ntk,2.576846097731568,0.18092344360439666,,10
granger,cpu_usage,3-Memory-Noise,tenant-mem,tenant-cpu,2.6815882056562,0.046207617568727335,,10
granger,cpu_usage,3-Memory-Noise,tenant-mem,tenant-dsk,4.9550168257791025,0.0013130139346738175,,10
granger,cpu_usage,3-Memory-Noise,tenant-mem,tenant-nsy,7.758705809332303,0.0023832327827362503,,10
granger,cpu_usage,3-Memory-Noise,tenant-mem,tenant-ntk,3.8495847148113933,0.00316773135855768,,10
granger,cpu_usage,3-Memory-Noise,tenant-nsy,tenant-cpu,7.141473931896925,0.00027284245523859034,,10
granger,cpu_usage,3-Memory-Noise,tenant-nsy,tenant-dsk,3.3005735272335657,0.022608215199629873,,10
granger,cpu_usage,3-Memory-Noise,tenant-nsy,tenant-mem,7.35956643640417,0.009259135607371991,,10
granger,cpu_usage,3-Memory-Noise,tenant-nsy,tenant-ntk,3.0693168656898733,0.010811771454573498,,10
granger,cpu_usage,3-Memory-Noise,tenant-ntk,tenant-cpu,5.704817363708266,0.0028257782612338316,,10
granger,cpu_usage,3-Memory-Noise,tenant-ntk,tenant-dsk,5.895133403197624,0.0018662457636175983,,10
granger,cpu_usage,3-Memory-Noise,tenant-ntk,tenant-mem,5.772916746411363,0.00102067352813848,,10
granger,cpu_usage,3-Memory-Noise,tenant-ntk,tenant-nsy,6.278297921338739,3.504024854556158e-05,,10
granger,cpu_usage,4-Network-Noise,tenant-cpu,tenant-dsk,3.6954953973146027,0.020358204316800205,,10
granger,cpu_usage,4-Network-Noise,tenant-cpu,tenant-mem,4.847162661815679,0.05038179363411717,,10
granger,cpu_usage,4-Network-Noise,tenant-cpu,tenant-nsy,10.439810947356651,0.0004319703472206903,,10
granger,cpu_usage,4-Network-Noise,tenant-cpu,tenant-ntk,2.926956236503229,0.0532130069133134,,10
granger,cpu_usage,4-Network-Noise,tenant-dsk,tenant-cpu,4.067924761092514,0.003114456882754803,,10
granger,cpu_usage,4-Network-Noise,tenant-dsk,tenant-mem,3.2374013287885988,0.0405930196846009,,10
granger,cpu_usage,4-Network-Noise,tenant-dsk,tenant-nsy,2.6896064167391107,0.09404701650650202,,10
granger,cpu_usage,4-Network-Noise,tenant-dsk,tenant-ntk,1.6283721501032993,0.09908647065740842,,10
granger,cpu_usage,4-Network-Noise,tenant-mem,tenant-cpu,4.023478109529116,0.003366599209389711,,10
granger,cpu_usage,4-Network-Noise,tenant-mem,tenant-dsk,4.218644088122939,0.002028014921049245,,10
granger,cpu_usage,4-Network-Noise,tenant-mem,tenant-nsy,10.239996420958075,5.30891134074139e-05,,10
granger,cpu_usage,4-Network-Noise,tenant-mem,tenant-ntk,3.3615855537406047,0.05101845218210628,,10
granger,cpu_usage,4-Network-Noise,tenant-nsy,tenant-cpu,13.242518480154189,0.0004668925878227108,,10
granger,cpu_usage,4-Network-Noise,tenant-nsy,tenant-dsk,3.608220437825542,0.010671334760061959,,10
granger,cpu_usage,4-Network-Noise,tenant-nsy,tenant-mem,13.84367769238358,6.258938081385513e-05,,10
granger,cpu_usage,4-Network-Noise,tenant-nsy,tenant-ntk,3.5640359982183,0.10672983061300449,,10
granger,cpu_usage,4-Network-Noise,tenant-ntk,tenant-cpu,7.504572692961825,0.00683846238251915,,10
granger,cpu_usage,4-Network-Noise,tenant-ntk,tenant-dsk,4.559210896663037,0.0032298990336173733,,10
granger,cpu_usage,4-Network-Noise,tenant-ntk,tenant-mem,7.296476096988096,0.002936661240043586,,10
granger,cpu_usage,4-Network-Noise,tenant-ntk,tenant-nsy,7.219964130483104,0.0011641834574735535,,10
granger,cpu_usage,5-Disk-Noise,tenant-cpu,tenant-dsk,4.741925943903559,0.00755108087991053,,10
granger,cpu_usage,5-Disk-Noise,tenant-cpu,tenant-mem,3.6545869749596362,0.09305731840678133,,10
granger,cpu_usage,5-Disk-Noise,tenant-cpu,tenant-nsy,4.186801936631697,0.007402014904806138,,10
granger,cpu_usage,5-Disk-Noise,tenant-cpu,tenant-ntk,4.56157593684122,0.019840449665612585,,10
granger,cpu_usage,5-Disk-Noise,tenant-dsk,tenant-cpu,2.190609284525154,0.09069355374063255,,10
granger,cpu_usage,5-Disk-Noise,tenant-dsk,tenant-mem,2.8560322785611967,0.09216246770075012,,10
granger,cpu_usage,5-Disk-Noise,tenant-dsk,tenant-nsy,1.854332032247791,0.047777977716772654,,10
granger,cpu_usage,5-Disk-Noise,tenant-dsk,tenant-ntk,1.9589171887127628,0.13383834026776736,,10
granger,cpu_usage,5-Disk-Noise,tenant-mem,tenant-cpu,3.7757427484897343,0.09862341679979696,,10
granger,cpu_usage,5-Disk-Noise,tenant-mem,tenant-dsk,4.890582430418159,0.0085228967359403,,10
granger,cpu_usage,5-Disk-Noise,tenant-mem,tenant-nsy,5.834739320533762,0.05550003489581608,,10
granger,cpu_usage,5-Disk-Noise,tenant-mem,tenant-ntk,4.3537586338419185,0.0687613393386778,,10
granger,cpu_usage,5-Disk-Noise,tenant-nsy,tenant-cpu,2.4849238213534064,0.1449366628615572,,10
granger,cpu_usage,5-Disk-Noise,tenant-nsy,tenant-dsk,2.7350390374518176,0.0871376477430956,,10
granger,cpu_usage,5-Disk-Noise,tenant-nsy,tenant-mem,2.590529980766441,0.11576993982197825,,10
granger,cpu_usage,5-Disk-Noise,tenant-nsy,tenant-ntk,2.1776186842273497,0.20059513503519993,,10
granger,cpu_usage,5-Disk-Noise,tenant-ntk,tenant-cpu,5.824933712932753,0.02140960221513459,,10
granger,cpu_usage,5-Disk-Noise,tenant-ntk,tenant-dsk,4.266728771051914,0.012344542304736734,,10
granger,cpu_usage,5-Disk-Noise,tenant-ntk,tenant-mem,4.53120228503735,0.03276089242301557,,10
granger,cpu_usage,5-Disk-Noise,tenant-ntk,tenant-nsy,4.611888829843922,0.022913873971887464,,10
granger,cpu_usage,6-Combined-Noise,tenant-cpu,tenant-dsk,2.3029131803417937,0.11814647719977481,,10
granger,cpu_usage,6-Combined-Noise,tenant-cpu,tenant-mem,3.676069714626248,0.1887927421717102,,10
granger,cpu_usage,6-Combined-Noise,tenant-cpu,tenant-nsy,7.773197706633883,0.005164793408719273,,10
granger,cpu_usage,6-Combined-Noise,tenant-cpu,tenant-ntk,2.1455721099319676,0.13044241200350185,,10
granger,cpu_usage,6-Combined-Noise,tenant-dsk,tenant-cpu,2.078274076861427,0.13105956078217992,,10
granger,cpu_usage,6-Combined-Noise,tenant-dsk,tenant-mem,3.070695465171887,0.09244746435958051,,10
granger,cpu_usage,6-Combined-Noise,tenant-dsk,tenant-nsy,2.504532305899763,0.13845306038777966,,10
granger,cpu_usage,6-Combined-Noise,tenant-dsk,tenant-ntk,1.667719763640872,0.10397471524462147,,10
granger,cpu_usage,6-Combined-Noise,tenant-mem,tenant-cpu,3.5807539568010016,0.036036990005356234,,10
granger,cpu_usage,6-Combined-Noise,tenant-mem,tenant-dsk,2.917377596357474,0.035705712981462384,,10
granger,cpu_usage,6-Combined-Noise,tenant-mem,tenant-nsy,7.925592638264052,0.004914414528373263,,10
granger,cpu_usage,6-Combined-Noise,tenant-mem,tenant-ntk,2.717005227354818,0.047541244214226,,10
granger,cpu_usage,6-Combined-Noise,tenant-nsy,tenant-cpu,10.232310434616414,0.00018145794103978507,,10
granger,cpu_usage,6-Combined-Noise,tenant-nsy,tenant-dsk,6.051543435145105,0.00784819084140726,,10
granger,cpu_usage,6-Combined-Noise,tenant-nsy,tenant-mem,11.532844430130213,0.011036404060761913,,10
granger,cpu_usage,6-Combined-Noise,tenant-nsy,tenant-ntk,6.979297262073651,0.029069832270599855,,10
granger,cpu_usage,6-Combined-Noise,tenant-ntk,tenant-cpu,4.80206047554718,0.03097132925960876,,10
granger,cpu_usage,6-Combined-Noise,tenant-ntk,tenant-dsk,3.8693154671722167,0.05065696727127692,,10
granger,cpu_usage,6-Combined-Noise,tenant-ntk,tenant-mem,5.982590506053638,0.1510572983136284,,10
granger,cpu_usage,6-Combined-Noise,tenant-ntk,tenant-nsy,6.789484990054277,0.013703411134861223,,10
granger,cpu_usage,7-Recovery,tenant-cpu,tenant-dsk,3.0357585782599403,0.056153884684337664,,10
granger,cpu_usage,7-Recovery,tenant-cpu,tenant-mem,3.0068351610804425,0.07534518678673825,,10
granger,cpu_usage,7-Recovery,tenant-cpu,tenant-nsy,0.7670301989684222,0.43101457179484176,,10
granger,cpu_usage,7-Recovery,tenant-cpu,tenant-ntk,2.5544364560731943,0.14571845388718035,,10
granger,cpu_usage,7-Recovery,tenant-dsk,tenant-cpu,1.6455570515506548,0.145672505820227,,10
granger,cpu_usage,7-Recovery,tenant-dsk,tenant-mem,1.683954874539813,0.17455271621863955,,10
granger,cpu_usage,7-Recovery,tenant-dsk,tenant-nsy,0.9238509019758473,0.4281957661346992,,10
granger,cpu_usage,7-Recovery,tenant-dsk,tenant-ntk,2.097125403894492,0.22545561985086296,,10
granger,cpu_usage,7-Recovery,tenant-mem,tenant-cpu,2.46573857763203,0.04446572407127901,,10
granger,cpu_usage,7-Recovery,tenant-mem,tenant-dsk,3.1292148365436363,0.03694017238378937,,10
granger,cpu_usage,7-Recovery,tenant-mem,tenant-nsy,0.9857320777141483,0.3110073538260277,,10
granger,cpu_usage,7-Recovery,tenant-mem,tenant-ntk,2.605510033793949,0.04569918504174769,,10
granger,cpu_usage,7-Recovery,tenant-nsy,tenant-cpu,7.009768882803394,0.009706705473985784,,10
granger,cpu_usage,7-Recovery,tenant-nsy,tenant-dsk,0.8976408191789877,0.36886367300900924,,10
granger,cpu_usage,7-Recovery,tenant-nsy,tenant-mem,6.495191752100608,0.1108592094694095,,10
granger,cpu_usage,7-Recovery,tenant-nsy,tenant-ntk,0.7176862939574872,0.37664204290110537,,10
granger,cpu_usage,7-Recovery,tenant-ntk,tenant-cpu,4.4990792241077235,0.0632371681627297,,10
granger,cpu_usage,7-Recovery,tenant-ntk,tenant-dsk,4.228075799083385,0.04335189525354897,,10
granger,cpu_usage,7-Recovery,tenant-ntk,tenant-mem,5.522878113128235,0.010404715710842583,,10
granger,cpu_usage,7-Recovery,tenant-ntk,tenant-nsy,1.1293544719253723,0.49547980758888527,,10
granger,disk_io_total,1-Baseline,tenant-cpu,tenant-dsk,0.7773441090648651,0.34758769090107927,,10
granger,disk_io_total,1-Baseline,tenant-cpu,tenant-mem,1.2668173376027088,0.19578112857572522,,10
granger,disk_io_total,1-Baseline,tenant-cpu,tenant-ntk,1.4622367634218503,0.2029177709389979,,10
granger,disk_io_total,1-Baseline,tenant-dsk,tenant-cpu,1.4135890305818237,0.24841370194006024,,10
granger,disk_io_total,1-Baseline,tenant-dsk,tenant-mem,0.6743558297175215,0.41361532126245865,,10
granger,disk_io_total,1-Baseline,tenant-dsk,tenant-ntk,1.6505718033478938,0.2170167291694888,,10
granger,disk_io_total,1-Baseline,tenant-mem,tenant-cpu,1.6366401078175117,0.10973349009606652,,10
granger,disk_io_total,1-Baseline,tenant-mem,tenant-dsk,1.1348911359000318,0.28025965560933674,,10
granger,disk_io_total,1-Baseline,tenant-mem,tenant-ntk,1.856727969319125,0.10447515558970814,,10
granger,disk_io_total,1-Baseline,tenant-ntk,tenant-cpu,2.4981139247134294,0.029789397299084818,,10
granger,disk_io_total,1-Baseline,tenant-ntk,tenant-dsk,0.9504407377186752,0.2612936987828771,,10
granger,disk_io_total,1-Baseline,tenant-ntk,tenant-mem,1.8501745222137171,0.10903015868505068,,10
granger,disk_io_total,2-CPU-Noise,tenant-cpu,tenant-dsk,1.6980322422701835,0.23639653463556365,,10
granger,disk_io_total,2-CPU-Noise,tenant-cpu,tenant-mem,1.7204869283095907,0.1003220688746026,,10
granger,disk_io_total,2-CPU-Noise,tenant-cpu,tenant-nsy,2.5082228318237325,0.07193499684491379,,10
granger,disk_io_total,2-CPU-Noise,tenant-cpu,tenant-ntk,1.8939507956802093,0.08771313329282115,,10
granger,disk_io_total,2-CPU-Noise,tenant-dsk,tenant-cpu,2.319391619400284,0.08016954962438835,,10
granger,disk_io_total,2-CPU-Noise,tenant-dsk,tenant-mem,2.5656780414928533,0.11252051119769399,,10
granger,disk_io_total,2-CPU-Noise,tenant-dsk,tenant-nsy,2.3220320656040645,0.03359280910503255,,10
granger,disk_io_total,2-CPU-Noise,tenant-dsk,tenant-ntk,1.6801843474833233,0.13926184140491407,,10
granger,disk_io_total,2-CPU-Noise,tenant-mem,tenant-cpu,2.563307910895566,0.07316919607269505,,10
granger,disk_io_total,2-CPU-Noise,tenant-mem,tenant-dsk,1.840159545592424,0.06552940989783884,,10
granger,disk_io_total,2-CPU-Noise,tenant-mem,tenant-nsy,1.7425345291682866,0.07546526603096643,,10
granger,disk_io_total,2-CPU-Noise,tenant-mem,tenant-ntk,2.168245625824485,0.03663079030256807,,10
granger,disk_io_total,2-CPU-Noise,tenant-nsy,tenant-cpu,2.5787388178500428,0.033118462423464265,,10
granger,disk_io_total,2-CPU-Noise,tenant-nsy,tenant-dsk,2.0751044596932475,0.03681295985570745,,10
granger,disk_io_total,2-CPU-Noise,tenant-nsy,tenant-mem,2.279254543044102,0.05367224708248046,,10
granger,disk_io_total,2-CPU-Noise,tenant-nsy,tenant-ntk,1.9893005866320315,0.07504100235369074,,10
granger,disk_io_total,2-CPU-Noise,tenant-ntk,tenant-cpu,2.2003462254748944,0.06510148958382878,,10
granger,disk_io_total,2-CPU-Noise,tenant-ntk,tenant-dsk,1.3554595727134682,0.2043911658553522,,10
granger,disk_io_total,2-CPU-Noise,tenant-ntk,tenant-mem,1.8390716166587453,0.1951424794777732,,10
granger,disk_io_total,2-CPU-Noise,tenant-ntk,tenant-nsy,2.5087040545973025,0.09012557680615531,,10
granger,disk_io_total,3-Memory-Noise,tenant-cpu,tenant-dsk,1.8335569551212394,0.10500657100945462,,10
granger,disk_io_total,3-Memory-Noise,tenant-cpu,tenant-mem,1.717483611949286,0.1114139557002056,,10
granger,disk_io_total,3-Memory-Noise,tenant-cpu,tenant-nsy,1.9562479608024812,0.1600640329947845,,10
granger,disk_io_total,3-Memory-Noise,tenant-cpu,tenant-ntk,2.0985829992521015,0.12863537633930958,,10
granger,disk_io_total,3-Memory-Noise,tenant-dsk,tenant-cpu,1.9060868805639384,0.12350225130960975,,10
granger,disk_io_total,3-Memory-Noise,tenant-dsk,tenant-mem,1.90527997028801,0.08940782037807875,,10
granger,disk_io_total,3-Memory-Noise,tenant-dsk,tenant-nsy,2.397771094725242,0.04168696338287082,,10
granger,disk_io_total,3-Memory-Noise,tenant-dsk,tenant-ntk,2.5313095201238514,0.09410485545688964,,10
granger,disk_io_total,3-Memory-Noise,tenant-mem,tenant-cpu,1.4421326149085583,0.18081364822246068,,10
granger,disk_io_total,3-Memory-Noise,tenant-mem,tenant-dsk,1.9810942429136162,0.03288083990652367,,10
granger,disk_io_total,3-Memory-Noise,tenant-mem,tenant-nsy,1.8934436199739122,0.09881843012048841,,10
granger,disk_io_total,3-Memory-Noise,tenant-mem,tenant-ntk,2.3141348045668204,0.05454012718387924,,10
granger,disk_io_total,3-Memory-Noise,tenant-nsy,tenant-cpu,2.0847932816153554,0.14365770911496795,,10
granger,disk_io_total,3-Memory-Noise,tenant-nsy,tenant-dsk,1.6443423552450631,0.12775223703434319,,10
granger,disk_io_total,3-Memory-Noise,tenant-nsy,tenant-mem,2.1788265884346067,0.038643968096152725,,10
granger,disk_io_total,3-Memory-Noise,tenant-nsy,tenant-ntk,1.9734542374777508,0.09156318124320681,,10
granger,disk_io_total,3-Memory-Noise,tenant-ntk,tenant-cpu,1.5049218945719844,0.13658331748199287,,10
granger,disk_io_total,3-Memory-Noise,tenant-ntk,tenant-dsk,1.8697882947928626,0.041975730419685595,,10
granger,disk_io_total,3-Memory-Noise,tenant-ntk,tenant-mem,1.96075000960808,0.07334098240930655,,10
granger,disk_io_total,3-Memory-Noise,tenant-ntk,tenant-nsy,1.4853665265100573,0.16806106490868095,,10
granger,disk_io_total,4-Network-Noise,tenant-cpu,tenant-dsk,1.7686531923714952,0.11064371374224971,,10
granger,disk_io_total,4-Network-Noise,tenant-cpu,tenant-mem,1.4720439250602875,0.2205486833719191,,10
granger,disk_io_total,4-Network-Noise,tenant-cpu,tenant-nsy,1.5702182814860675,0.09517515837216445,,10
granger,disk_io_total,4-Network-Noise,tenant-cpu,tenant-ntk,1.4479174057471846,0.13703969829177115,,10
granger,disk_io_total,4-Network-Noise,tenant-dsk,tenant-cpu,3.044959734792926,0.018609797101499785,,10
granger,disk_io_total,4-Network-Noise,tenant-dsk,tenant-mem,1.58349731175187,0.10093842096289443,,10
granger,disk_io_total,4-Network-Noise,tenant-dsk,tenant-nsy,2.5789046249593417,0.053401763051024356,,10
granger,disk_io_total,4-Network-Noise,tenant-dsk,tenant-ntk,2.3748692022809665,0.01981668778178733,,10
granger,disk_io_total,4-Network-Noise,tenant-mem,tenant-cpu,2.7819928431307295,0.026129763824270735,,10
granger,disk_io_total,4-Network-Noise,tenant-mem,tenant-dsk,1.7095244452923193,0.1313249987579499,,10
granger,disk_io_total,4-Network-Noise,tenant-mem,tenant-nsy,1.9332642158072428,0.07811579928006568,,10
granger,disk_io_total,4-Network-Noise,tenant-mem,tenant-ntk,2.3653920866842144,0.13020489907058436,,10
granger,disk_io_total,4-Network-Noise,tenant-nsy,tenant-cpu,1.8485419270932766,0.10155724507696609,,10
granger,disk_io_total,4-Network-Noise,tenant-nsy,tenant-dsk,2.17951975416009,0.07867066257017893,,10
granger,disk_io_total,4-Network-Noise,tenant-nsy,tenant-mem,2.6873340359474227,0.04761719871068275,,10
granger,disk_io_total,4-Network-Noise,tenant-nsy,tenant-ntk,1.8588306463382271,0.1273248727928984,,10
granger,disk_io_total,4-Network-Noise,tenant-ntk,tenant-cpu,2.1107484805834344,0.050965221861476076,,10
granger,disk_io_total,4-Network-Noise,tenant-ntk,tenant-dsk,1.6214334136671638,0.1428607962344759,,10
granger,disk_io_total,4-Network-Noise,tenant-ntk,tenant-mem,1.7729335636749215,0.052770610832329604,,10
granger,disk_io_total,4-Network-Noise,tenant-ntk,tenant-nsy,1.560430877534551,0.12884721783012362,,10
granger,disk_io_total,5-Disk-Noise,tenant-cpu,tenant-dsk,2.0263233291901552,0.06344585739025436,,10
granger,disk_io_total,5-Disk-Noise,tenant-cpu,tenant-mem,1.3908495370096765,0.20681764095203628,,10
granger,disk_io_total,5-Disk-Noise,tenant-cpu,tenant-nsy,1.6094789461795052,0.07289459186571051,,10
granger,disk_io_total,5-Disk-Noise,tenant-cpu,tenant-ntk,1.7072564120754214,0.14035753518154803,,10
granger,disk_io_total,5-Disk-Noise,tenant-dsk,tenant-cpu,1.9210694783538185,0.1319218986382487,,10
granger,disk_io_total,5-Disk-Noise,tenant-dsk,tenant-mem,1.9378324307177806,0.058022447572699,,10
granger,disk_io_total,5-Disk-Noise,tenant-dsk,tenant-nsy,8.064064843988655,0.0008236555779449825,,10
granger,disk_io_total,5-Disk-Noise,tenant-dsk,tenant-ntk,2.3226181149753664,0.08825249527826276,,10
granger,disk_io_total,5-Disk-Noise,tenant-mem,tenant-cpu,1.8443083376993592,0.25615814573096357,,10
granger,disk_io_total,5-Disk-Noise,tenant-mem,tenant-dsk,2.007534890397328,0.13787200389881055,,10
granger,disk_io_total,5-Disk-Noise,tenant-mem,tenant-nsy,2.4510536515114967,0.07495952941011812,,10
granger,disk_io_total,5-Disk-Noise,tenant-mem,tenant-ntk,2.086387507849173,0.11415204318363914,,10
granger,disk_io_total,5-Disk-Noise,tenant-nsy,tenant-cpu,1.8639962067548628,0.17651294410979698,,10
granger,disk_io_total,5-Disk-Noise,tenant-nsy,tenant-dsk,9.346350662598992,0.0007380002748406682,,10
granger,disk_io_total,5-Disk-Noise,tenant-nsy,tenant-mem,0.9906068806116499,0.2485253663211291,,10
granger,disk_io_total,5-Disk-Noise,tenant-nsy,tenant-ntk,1.3010924988803387,0.16977603856070328,,10
granger,disk_io_total,5-Disk-Noise,tenant-ntk,tenant-cpu,1.4309757587071352,0.12734155342800135,,10
granger,disk_io_total,5-Disk-Noise,tenant-ntk,tenant-dsk,2.170457711938824,0.1376337875078174,,10
granger,disk_io_total,5-Disk-Noise,tenant-ntk,tenant-mem,1.5356216154813453,0.200412211193611,,10
granger,disk_io_total,5-Disk-Noise,tenant-ntk,tenant-nsy,2.4342963048493957,0.14531714842525736,,10
granger,disk_io_total,6-Combined-Noise,tenant-cpu,tenant-dsk,1.5078272901436578,0.1777700173731951,,10
granger,disk_io_total,6-Combined-Noise,tenant-cpu,tenant-mem,1.6165273184287714,0.0883949506125047,,10
granger,disk_io_total,6-Combined-Noise,tenant-cpu,tenant-nsy,1.321161703430058,0.24691824205557636,,10
granger,disk_io_total,6-Combined-Noise,tenant-cpu,tenant-ntk,1.2260311135880078,0.15947292819171305,,10
granger,disk_io_total,6-Combined-Noise,tenant-dsk,tenant-cpu,1.9514400364257163,0.2503148946818555,,10
granger,disk_io_total,6-Combined-Noise,tenant-dsk,tenant-mem,1.7855341851449495,0.16533376632223745,,10
granger,disk_io_total,6-Combined-Noise,tenant-dsk,tenant-nsy,2.0734338326287323,0.1618315837269502,,10
granger,disk_io_total,6-Combined-Noise,tenant-dsk,tenant-ntk,1.54911556510591,0.10142289915913594,,10
granger,disk_io_total,6-Combined-Noise,tenant-mem,tenant-cpu,0.8393970943946509,0.29463403731882143,,10
granger,disk_io_total,6-Combined-Noise,tenant-mem,tenant-dsk,1.3847542837372806,0.12878171507856961,,10
granger,disk_io_total,6-Combined-Noise,tenant-mem,tenant-nsy,1.3062725385431846,0.18415640755935608,,10
granger,disk_io_total,6-Combined-Noise,tenant-mem,tenant-ntk,1.453974313253843,0.15634550306371048,,10
granger,disk_io_total,6-Combined-Noise,tenant-nsy,tenant-cpu,1.91474338457449,0.10337573745016984,,10
granger,disk_io_total,6-Combined-Noise,tenant-nsy,tenant-dsk,2.4172585717835444,0.14520246640401996,,10
granger,disk_io_total,6-Combined-Noise,tenant-nsy,tenant-mem,2.3176152960283,0.03132847769410198,,10
granger,disk_io_total,6-Combined-Noise,tenant-nsy,tenant-ntk,1.8796228944913924,0.17346455149203094,,10
granger,disk_io_total,6-Combined-Noise,tenant-ntk,tenant-cpu,1.3938086346804326,0.2525398018874268,,10
granger,disk_io_total,6-Combined-Noise,tenant-ntk,tenant-dsk,1.848152215906968,0.15737249654841098,,10
granger,disk_io_total,6-Combined-Noise,tenant-ntk,tenant-mem,1.8215053029594945,0.20337936136982612,,10
granger,disk_io_total,6-Combined-Noise,tenant-ntk,tenant-nsy,1.4995986663654672,0.1693932569782139,,10
granger,disk_io_total,7-Recovery,tenant-cpu,tenant-dsk,1.8709267852301132,0.07794709890714824,,10
granger,disk_io_total,7-Recovery,tenant-cpu,tenant-mem,1.961367789956548,0.18761782599907126,,10
granger,disk_io_total,7-Recovery,tenant-cpu,tenant-nsy,0.5812375724666855,0.5823617864504373,,8
granger,disk_io_total,7-Recovery,tenant-cpu,tenant-ntk,1.135999738510278,0.20447696803589138,,10
granger,disk_io_total,7-Recovery,tenant-dsk,tenant-cpu,1.848483044854726,0.09275865361115639,,10
granger,disk_io_total,7-Recovery,tenant-dsk,tenant-mem,1.7774883640628751,0.055055699575484264,,10
granger,disk_io_total,7-Recovery,tenant-dsk,tenant-nsy,0.35188685568424943,0.5618171578971769,,8
