tenant_id,metric_name,experimental_phase,mean,volatility,baseline_mean,percentage_change,p_value,is_significant
tenant-dsk,memory_usage,6 - Combined Noise,61526308.0626087,728635.9351423276,59951786.666666664,2.6263127147426117,2.533844707135317e-05,True
tenant-dsk,memory_usage,7 - Recovery,61710512.903654486,869338.486730922,59951786.666666664,2.933567679586233,3.1099689679337103e-06,True
tenant-mem,cpu_usage,2 - CPU Noise,0.010914217311043948,0.0008195576561880548,0.01055447808640935,3.4084037286298683,0.0004686570743198517,True
tenant-mem,cpu_usage,3 - Memory Noise,0.010823542692163091,0.000892544538907267,0.01055447808640935,2.5492933288686936,0.009304206848739083,True
tenant-mem,cpu_usage,4 - Network Noise,0.011616434025809662,0.0009211297041032954,0.01055447808640935,10.061662269854518,5.465297740660399e-22,True
tenant-mem,cpu_usage,5 - Disk Noise,0.011877251949802528,0.0009844058263857715,0.01055447808640935,12.53282116428354,5.2026611434231925e-31,True
tenant-mem,cpu_usage,6 - Combined Noise,0.011321022801226028,0.0008448675793341396,0.01055447808640935,7.2627439134459255,5.533886832304703e-13,True
tenant-mem,cpu_usage,7 - Recovery,0.011055796567452305,0.0008206669797771342,0.01055447808640935,4.749817820821355,3.9801831279003654e-06,True
tenant-mem,memory_usage,2 - CPU Noise,28630829.07641196,1652290.615391549,27120674.362416107,5.568278626908435,1.664640068683006e-12,True
tenant-mem,memory_usage,3 - Memory Noise,28557427.860232946,1534883.1747391352,27120674.362416107,5.297631904787348,1.2183037409833286e-11,True
tenant-mem,memory_usage,4 - Network Noise,28780098.17687075,1658389.3157050586,27120674.362416107,6.1186672288439645,1.3978584172134169e-14,True
tenant-mem,memory_usage,5 - Disk Noise,28571802.769771527,1535794.3923994543,27120674.362416107,5.350635415490985,8.694768071174016e-12,True
tenant-mem,memory_usage,6 - Combined Noise,29145839.52695652,1789037.2000080305,27120674.362416107,7.467237493721367,5.2393296566180123e-20,True
tenant-mem,memory_usage,7 - Recovery,28926727.65448505,1374911.5099960656,27120674.362416107,6.659322950213127,2.4181494592073777e-16,True
tenant-ntk,cpu_usage,2 - CPU Noise,0.001132023634163847,0.00010187786376240713,0.0011978932177745885,-5.498785921261999,1.5206884848661624e-09,True
tenant-ntk,cpu_usage,3 - Memory Noise,0.0010784164705850373,9.432941955810595e-05,0.0011978932177745885,-9.973906306232509,6.442765959947664e-26,True
tenant-ntk,cpu_usage,4 - Network Noise,0.0011835603973369127,0.00012477228648149913,0.0011978932177745885,-1.1965023447000513,0.19619832404660748,False
tenant-ntk,cpu_usage,5 - Disk Noise,0.0012025717928971467,0.00013455149945180487,0.0011978932177745885,0.39056695982050504,0.6792984874820602,False
tenant-ntk,cpu_usage,6 - Combined Noise,0.001141329096013966,0.000102541380756195,0.0011978932177745885,-4.72196694340633,2.0195097112061848e-07,True
tenant-ntk,cpu_usage,7 - Recovery,0.0011689970926631256,9.934002365452973e-05,0.0011978932177745885,-2.4122454892219265,0.011236171003782993,True
tenant-ntk,memory_usage,2 - CPU Noise,45556671.362126246,1785433.4945299558,42948587.31313131,6.0725723758497825,9.02948313675611e-23,True
tenant-ntk,memory_usage,3 - Memory Noise,46724878.05657238,1573398.7549000117,42948587.31313131,8.79258429598332,5.065062576109978e-41,True
tenant-ntk,memory_usage,4 - Network Noise,46032450.17687075,1719262.9626966186,42948587.31313131,7.180359254323047,7.235624757434116e-30,True
tenant-ntk,memory_usage,5 - Disk Noise,46330532.66783831,1930980.5792236435,42948587.31313131,7.8744041801649445,4.046233634766379e-34,True
tenant-ntk,memory_usage,6 - Combined Noise,46941356.744347826,2054929.9742179802,42948587.31313131,9.296625758854114,8.75520959192081e-44,True
tenant-ntk,memory_usage,7 - Recovery,48052407.7076412,2028114.434773138,42948587.31313131,11.883558258386353,1.5000918692609707e-60,True
