metric,phase,tenant1,tenant2,mean_correlation,std_correlation,count
network,throughput_4-Network-Noise,tenant-cpu,tenant-cpu,1.0,0.0,8
network,throughput_4-Network-Noise,tenant-cpu,tenant-dsk,0.20448009490342922,0.17982646538500704,8
network,throughput_4-Network-Noise,tenant-cpu,tenant-mem,0.23036543432163367,0.18668706257733172,8
network,throughput_4-Network-Noise,tenant-cpu,tenant-nsy,0.005008684846075136,0.10862870395716535,8
network,throughput_4-Network-Noise,tenant-cpu,tenant-ntk,0.18162283891397193,0.12258242517935007,8
network,throughput_4-Network-Noise,tenant-dsk,tenant-cpu,0.20448009490342922,0.17982646538500704,8
network,throughput_4-Network-Noise,tenant-dsk,tenant-dsk,1.0,0.0,8
network,throughput_4-Network-Noise,tenant-dsk,tenant-mem,0.14277187267435254,0.13659028998154782,8
network,throughput_4-Network-Noise,tenant-dsk,tenant-nsy,-0.026838083013745722,0.0929960560867848,8
network,throughput_4-Network-Noise,tenant-dsk,tenant-ntk,0.18858127958867116,0.09567640112380632,8
network,throughput_4-Network-Noise,tenant-mem,tenant-cpu,0.23036543432163367,0.18668706257733172,8
network,throughput_4-Network-Noise,tenant-mem,tenant-dsk,0.14277187267435254,0.13659028998154782,8
network,throughput_4-Network-Noise,tenant-mem,tenant-mem,1.0,0.0,8
network,throughput_4-Network-Noise,tenant-mem,tenant-nsy,0.100623056963566,0.16428419573255254,8
network,throughput_4-Network-Noise,tenant-mem,tenant-ntk,0.14100030011150763,0.12626991727844936,8
network,throughput_4-Network-Noise,tenant-nsy,tenant-cpu,0.005008684846075136,0.10862870395716535,8
network,throughput_4-Network-Noise,tenant-nsy,tenant-dsk,-0.026838083013745722,0.0929960560867848,8
network,throughput_4-Network-Noise,tenant-nsy,tenant-mem,0.100623056963566,0.16428419573255254,8
network,throughput_4-Network-Noise,tenant-nsy,tenant-nsy,1.0,0.0,8
network,throughput_4-Network-Noise,tenant-nsy,tenant-ntk,0.008443862075053502,0.11188276673886814,8
network,throughput_4-Network-Noise,tenant-ntk,tenant-cpu,0.18162283891397193,0.12258242517935007,8
network,throughput_4-Network-Noise,tenant-ntk,tenant-dsk,0.18858127958867116,0.09567640112380632,8
network,throughput_4-Network-Noise,tenant-ntk,tenant-mem,0.14100030011150763,0.12626991727844936,8
network,throughput_4-Network-Noise,tenant-ntk,tenant-nsy,0.008443862075053502,0.11188276673886814,8
network,throughput_4-Network-Noise,tenant-ntk,tenant-ntk,1.0,0.0,8
network,throughput_5-Disk-Noise,tenant-cpu,tenant-cpu,1.0,0.0,8
network,throughput_5-Disk-Noise,tenant-cpu,tenant-dsk,0.24018766256034413,0.1280780833646846,8
network,throughput_5-Disk-Noise,tenant-cpu,tenant-mem,0.3102773279025012,0.08805669513628207,8
network,throughput_5-Disk-Noise,tenant-cpu,tenant-nsy,0.0452832917896742,0.10001113751243995,8
network,throughput_5-Disk-Noise,tenant-cpu,tenant-ntk,0.09064372747396343,0.10793060927626759,8
network,throughput_5-Disk-Noise,tenant-dsk,tenant-cpu,0.24018766256034413,0.1280780833646846,8
network,throughput_5-Disk-Noise,tenant-dsk,tenant-dsk,1.0,0.0,8
network,throughput_5-Disk-Noise,tenant-dsk,tenant-mem,0.24736322792236803,0.1607964504316807,8
network,throughput_5-Disk-Noise,tenant-dsk,tenant-nsy,-0.012934067999800375,0.0811398067510271,8
network,throughput_5-Disk-Noise,tenant-dsk,tenant-ntk,0.11070353759131017,0.15896682945075136,8
network,throughput_5-Disk-Noise,tenant-mem,tenant-cpu,0.3102773279025012,0.08805669513628207,8
network,throughput_5-Disk-Noise,tenant-mem,tenant-dsk,0.24736322792236803,0.1607964504316807,8
network,throughput_5-Disk-Noise,tenant-mem,tenant-mem,1.0,0.0,8
network,throughput_5-Disk-Noise,tenant-mem,tenant-nsy,0.016393377017127064,0.058982778111892065,8
network,throughput_5-Disk-Noise,tenant-mem,tenant-ntk,0.08552653359659229,0.13257398525092687,8
network,throughput_5-Disk-Noise,tenant-nsy,tenant-cpu,0.0452832917896742,0.10001113751243995,8
network,throughput_5-Disk-Noise,tenant-nsy,tenant-dsk,-0.012934067999800375,0.0811398067510271,8
network,throughput_5-Disk-Noise,tenant-nsy,tenant-mem,0.016393377017127064,0.058982778111892065,8
network,throughput_5-Disk-Noise,tenant-nsy,tenant-nsy,1.0,0.0,8
network,throughput_5-Disk-Noise,tenant-nsy,tenant-ntk,0.044423702341568234,0.1011730760798092,8
network,throughput_5-Disk-Noise,tenant-ntk,tenant-cpu,0.09064372747396343,0.10793060927626759,8
network,throughput_5-Disk-Noise,tenant-ntk,tenant-dsk,0.11070353759131017,0.15896682945075136,8
network,throughput_5-Disk-Noise,tenant-ntk,tenant-mem,0.08552653359659229,0.13257398525092687,8
network,throughput_5-Disk-Noise,tenant-ntk,tenant-nsy,0.044423702341568234,0.1011730760798092,8
network,throughput_5-Disk-Noise,tenant-ntk,tenant-ntk,1.0,0.0,8
network,throughput_6-Combined-Noise,tenant-cpu,tenant-cpu,1.0,0.0,8
network,throughput_6-Combined-Noise,tenant-cpu,tenant-dsk,0.21304519751814047,0.12135532353008131,8
network,throughput_6-Combined-Noise,tenant-cpu,tenant-mem,0.2518756814016781,0.16944454485200067,8
network,throughput_6-Combined-Noise,tenant-cpu,tenant-nsy,-0.1098584768771874,0.1587587760893707,8
network,throughput_6-Combined-Noise,tenant-cpu,tenant-ntk,0.15591698931553577,0.17580172012831544,8
network,throughput_6-Combined-Noise,tenant-dsk,tenant-cpu,0.21304519751814047,0.12135532353008131,8
network,throughput_6-Combined-Noise,tenant-dsk,tenant-dsk,1.0,0.0,8
network,throughput_6-Combined-Noise,tenant-dsk,tenant-mem,0.22505395350260915,0.14159498799388598,8
network,throughput_6-Combined-Noise,tenant-dsk,tenant-nsy,-0.11794775923481049,0.12390298661207005,8
network,throughput_6-Combined-Noise,tenant-dsk,tenant-ntk,0.1628971784255113,0.1501787679633615,8
network,throughput_6-Combined-Noise,tenant-mem,tenant-cpu,0.2518756814016781,0.16944454485200067,8
network,throughput_6-Combined-Noise,tenant-mem,tenant-dsk,0.22505395350260915,0.14159498799388598,8
network,throughput_6-Combined-Noise,tenant-mem,tenant-mem,1.0,0.0,8
network,throughput_6-Combined-Noise,tenant-mem,tenant-nsy,-0.15112967728805538,0.18330958365766428,8
network,throughput_6-Combined-Noise,tenant-mem,tenant-ntk,0.23406200819961817,0.19395708132528985,8
network,throughput_6-Combined-Noise,tenant-nsy,tenant-cpu,-0.1098584768771874,0.1587587760893707,8
network,throughput_6-Combined-Noise,tenant-nsy,tenant-dsk,-0.11794775923481049,0.12390298661207005,8
network,throughput_6-Combined-Noise,tenant-nsy,tenant-mem,-0.15112967728805538,0.18330958365766428,8
network,throughput_6-Combined-Noise,tenant-nsy,tenant-nsy,1.0,0.0,8
network,throughput_6-Combined-Noise,tenant-nsy,tenant-ntk,-0.05961126384600728,0.23767325790056137,8
network,throughput_6-Combined-Noise,tenant-ntk,tenant-cpu,0.15591698931553577,0.17580172012831544,8
network,throughput_6-Combined-Noise,tenant-ntk,tenant-dsk,0.1628971784255113,0.1501787679633615,8
network,throughput_6-Combined-Noise,tenant-ntk,tenant-mem,0.23406200819961817,0.19395708132528985,8
network,throughput_6-Combined-Noise,tenant-ntk,tenant-nsy,-0.05961126384600728,0.23767325790056137,8
network,throughput_6-Combined-Noise,tenant-ntk,tenant-ntk,1.0,0.0,8
network,throughput_7-Recovery,tenant-cpu,tenant-cpu,1.0,0.0,8
network,throughput_7-Recovery,tenant-cpu,tenant-dsk,0.29158562803403604,0.0829332466564085,8
network,throughput_7-Recovery,tenant-cpu,tenant-mem,0.26737961479573263,0.07434732681079267,8
network,throughput_7-Recovery,tenant-cpu,tenant-nsy,-0.12834317083817057,0.16093073091919502,8
network,throughput_7-Recovery,tenant-cpu,tenant-ntk,0.13054546057998823,0.09744562072416614,8
network,throughput_7-Recovery,tenant-dsk,tenant-cpu,0.29158562803403604,0.0829332466564085,8
network,throughput_7-Recovery,tenant-dsk,tenant-dsk,1.0,0.0,8
network,throughput_7-Recovery,tenant-dsk,tenant-mem,0.27291679849151246,0.10104827584875523,8
network,throughput_7-Recovery,tenant-dsk,tenant-nsy,-0.09825234345055407,0.17601215356484862,8
network,throughput_7-Recovery,tenant-dsk,tenant-ntk,0.17365464136942615,0.10924440333390782,8
network,throughput_7-Recovery,tenant-mem,tenant-cpu,0.26737961479573263,0.07434732681079267,8
network,throughput_7-Recovery,tenant-mem,tenant-dsk,0.27291679849151246,0.10104827584875523,8
network,throughput_7-Recovery,tenant-mem,tenant-mem,1.0,0.0,8
network,throughput_7-Recovery,tenant-mem,tenant-nsy,-0.16505613437092484,0.13944894419147283,8
network,throughput_7-Recovery,tenant-mem,tenant-ntk,0.1272683822428318,0.10401269126497943,8
network,throughput_7-Recovery,tenant-nsy,tenant-cpu,-0.12834317083817057,0.16093073091919502,8
network,throughput_7-Recovery,tenant-nsy,tenant-dsk,-0.09825234345055407,0.17601215356484862,8
network,throughput_7-Recovery,tenant-nsy,tenant-mem,-0.16505613437092484,0.13944894419147283,8
network,throughput_7-Recovery,tenant-nsy,tenant-nsy,1.0,0.0,8
network,throughput_7-Recovery,tenant-nsy,tenant-ntk,-1.8560118816013382e-06,0.19215245026889013,8
network,throughput_7-Recovery,tenant-ntk,tenant-cpu,0.13054546057998823,0.09744562072416614,8
network,throughput_7-Recovery,tenant-ntk,tenant-dsk,0.17365464136942615,0.10924440333390782,8
network,throughput_7-Recovery,tenant-ntk,tenant-mem,0.1272683822428318,0.10401269126497943,8
network,throughput_7-Recovery,tenant-ntk,tenant-nsy,-1.8560118816013382e-06,0.19215245026889013,8
network,throughput_7-Recovery,tenant-ntk,tenant-ntk,1.0,0.0,8
